link,address,area,bedrooms,bathrooms,garages,others,price,condo,date,neighborhood
https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-tesouro-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS750-id-2516613723/,"Vila Tesouro, São José dos Campos - SP",50,2,1.0,1.0,"Armário embutido, Sala de jantar",750,166.0,2021-05-30 15:16:00,Vila Tesouro
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS2000-id-2517631723/,"Rua Eugênio Bonadio, 335 - Centro, São José dos Campos - SP",60,2,1.0,1.0,"Elevador, Piscina, Churrasqueira, Salão de festas, Playground",2000,420.0,2021-05-30 15:16:00,Centro
https://www.vivareal.com.br/imovel/apartamento-3-quartos-condominio-royal-park-bairros-sao-jose-dos-campos-com-garagem-90m2-aluguel-RS3240-id-2517856598/,"Rua Jesus Garcia, 112 - Condomínio Royal Park, São José dos Campos - SP",90,3,2.0,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",3240,500.0,2021-05-30 15:16:00,Condomínio Royal Park
https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-160m2-venda-RS600000-id-2485475075/,"Avenida Anchieta, 817 - Jardim Esplanada, São José dos Campos - SP",160,3,4.0,2.0,"Elevador, Piscina, Salão de festas, Varanda, Jardim",3000,1600.0,2021-05-30 15:16:00,Jardim Esplanada
https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-40m2-aluguel-RS700-id-2520788905/,"Rua Antônio Saes - Centro, São José dos Campos - SP",40,1,1.0,0.0,0,700,140.0,2021-05-30 15:16:00,Centro
https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-410m2-venda-RS6380000-id-2519029598/,"Avenida do Tubarão, 220 - Jardim Aquarius, São José dos Campos - SP",410,3,5.0,6.0,"Mobiliado, Elevador, Piscina, Área de serviço, Churrasqueira",25000,2300.0,2021-05-30 15:16:00,Jardim Aquarius
https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2400-id-2520764708/,"Rua Doutor Jorge de Oliveira Coutinho - Parque Residencial Aquarius, São José dos Campos - SP",75,2,2.0,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Salão de festas",2400,480.0,2021-05-30 15:16:00,Parque Residencial Aquarius
https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-156m2-aluguel-RS3000-id-2520748580/,"Parque Residencial Aquarius, São José dos Campos - SP",156,3,4.0,2.0,"Piscina, Churrasqueira, Salão de festas, Playground, Academia",3000,734.0,2021-05-30 15:16:00,Parque Residencial Aquarius
https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-115m2-aluguel-RS5400-id-2518003760/,"Rua das Piabas, 37 - Jardim Aquarius, São José dos Campos - SP",115,3,3.0,2.0,0,5400,700.0,2021-05-30 15:16:00,Jardim Aquarius
https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-90m2-aluguel-RS1800-id-2521717454/,"Jardim Aquarius, São José dos Campos - SP",90,3,2.0,2.0,"Elevador, Piscina, Churrasqueira, Cozinha, Segurança 24h",1800,450.0,2021-05-30 15:16:00,Jardim Aquarius
https://www.vivareal.com.br/imovel/apartamento-2-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-com-garagem-78m2-aluguel-RS1350-id-2515200624/,"Bosque dos Eucaliptos, São José dos Campos - SP",78,2,2.0,1.0,0,1350,0.0,2021-05-30 15:16:00,Bosque dos Eucaliptos
https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-147m2-aluguel-RS4500-id-2519524239/,"Rua Francisco Ricci, 181 - Vila Ema, São José dos Campos - SP",147,3,1.0,0.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Sauna",4500,765.0,2021-05-30 15:16:00,Vila Ema
https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-105m2-aluguel-RS3690-id-2518232507/,"Avenida Heitor Villa Lobos - Vila Ema, São José dos Campos - SP",105,3,2.0,2.0,0,3690,620.0,2021-05-30 15:16:00,Vila Ema
https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-74m2-aluguel-RS2400-id-2520301635/,"Jardim Aquarius, São José dos Campos - SP",74,2,3.0,2.0,"Elevador, Piscina, Churrasqueira, Varanda, Sauna",2400,385.0,2021-05-30 15:16:00,Jardim Aquarius
https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-167m2-venda-RS1700000-id-2507234683/,"Jardim Esplanada, São José dos Campos - SP",167,3,4.0,3.0,"Mobiliado, Piscina, Área de serviço, Churrasqueira, Varanda",8000,800.0,2021-05-30 15:16:00,Jardim Esplanada
