,link,address,area,bedrooms,bathrooms,garages,others,price,condo,date,neighborhood,zona
2305,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-85m2-aluguel-RS1400-id-2522530181/,"Rua Maestro Egydio Pinto - Jardim São Dimas, São José dos Campos - SP",85,3,1,1.0,"Elevador, Churrasqueira",1400,600.0,2021-06-20 09:46:00,Jardim São Dimas,Centro
2311,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1950-id-2519235814/,"Rua Professor Roberval Froes - Jardim Esplanada, São José dos Campos - SP",65,2,1,2.0,"Mobiliado, Elevador, TV a cabo, Interfone",1950,350.0,2021-06-20 09:46:00,Jardim Esplanada,Centro
2315,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-apolo-sudeste-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS1100-id-2523398392/,"Jardim Apolo, São José dos Campos - SP",60,2,2,1.0,0,1100,350.0,2021-06-20 09:46:00,Jardim Apolo,Centro
2317,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-65m2-aluguel-RS1950-id-2520509341/,"Jardim Esplanada, São José dos Campos - SP",65,2,1,0.0,0,1950,350.0,2021-06-20 09:46:00,Jardim Esplanada,Centro
2321,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-157m2-venda-RS1350000-id-2520302003/,"Rua Laurent Martins - Jardim Esplanada II, São José dos Campos - SP",157,4,3,2.0,"Elevador, Piscina, Churrasqueira, Varanda, Sauna",5000,830.0,2021-06-20 09:46:00,Jardim Esplanada II,Centro
2323,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-55m2-aluguel-RS1200-id-2506027683/,"Centro, São José dos Campos - SP",55,1,1,1.0,Garagem,1200,445.0,2021-06-20 09:46:00,Centro,Centro
2331,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1600-id-2521999578/,"Rua Irmã Maria Demetria Kfuri - Jardim Esplanada, São José dos Campos - SP",40,1,1,1.0,"Mobiliado, Elevador, Área de serviço, Cozinha, Interfone",1600,250.0,2021-06-20 09:46:00,Jardim Esplanada,Centro
2332,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1800-id-2523573583/,"Rua Professor Roberval Froes - Jardim Esplanada, São José dos Campos - SP",65,2,1,2.0,"Mobiliado, Elevador, Área de serviço, Cozinha, Interfone",1800,350.0,2021-06-20 09:46:00,Jardim Esplanada,Centro
2338,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-adyana-bairros-sao-jose-dos-campos-70m2-venda-RS320000-id-2523424921/,"Rua Santa Elza - Vila Adyana, São José dos Campos - SP",70,2,2,0.0,Área de serviço,1100,500.0,2021-06-20 09:46:00,Vila Adyana,Centro
2339,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-augusta-bairros-sao-jose-dos-campos-35m2-venda-RS255000-id-2523424915/,"Rua Siria - Jardim Augusta, São José dos Campos - SP",35,1,1,0.0,"Mobiliado, Elevador, Área de serviço, Churrasqueira, Varanda",1480,292.0,2021-06-20 09:46:00,Jardim Augusta,Centro
2341,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1320-id-2508934683/,"Centro, São José dos Campos - SP",50,1,1,1.0,0,1320,445.0,2021-06-20 09:46:00,Centro,Centro
2343,https://www.vivareal.com.br/imovel/apartamento-1-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-39m2-aluguel-RS1200-id-2519525778/,"Avenida Presidente Juscelino Kubitschek - Monte Castelo, São José dos Campos - SP",39,1,1,1.0,"Elevador, Interfone",1200,264.0,2021-06-20 09:46:00,Monte Castelo,Centro
2345,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-sao-jose-dos-campos-50m2-aluguel-RS700-id-2512521291/,"Centro, São José dos Campos - SP",50,2,1,0.0,"Elevador, Área de serviço, Churrasqueira, Sistema de alarme, Lavanderia",700,570.0,2021-06-20 09:46:00,Centro,Centro
2349,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-54m2-aluguel-RS1600-id-2514476705/,"Rua Professor Roberval Froes - Jardim Esplanada II, São José dos Campos - SP",54,2,1,2.0,"Elevador, Área de serviço, Cozinha, Interfone",1600,351.0,2021-06-20 09:46:00,Jardim Esplanada II,Centro
2350,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-65m2-aluguel-RS1800-id-2514195410/,"Rua Professor Roberval Froes - Jardim Esplanada II, São José dos Campos - SP",65,2,2,0.0,Mobiliado,1800,351.0,2021-06-20 09:46:00,Jardim Esplanada II,Centro
2351,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-54m2-venda-RS170000-id-2490612392/,"Rua Eugênio Bonadio - Centro, São José dos Campos - SP",54,2,1,1.0,"Elevador, Churrasqueira, Interfone",650,570.0,2021-06-20 09:46:00,Centro,Centro
2358,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-45m2-venda-RS230000-id-2517655211/,"Vila Adyana, São José dos Campos - SP",45,1,1,1.0,"Elevador, Área de serviço, Cozinha, Interfone",950,458.0,2021-06-20 09:46:00,Vila Adyana,Centro
2362,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-124m2-aluguel-RS3500-id-2513291944/,"Rua Laurent Martins - Jardim Esplanada, São José dos Campos - SP",124,4,3,2.0,"Mobiliado, Elevador, Piscina, Área de serviço, Churrasqueira",3500,1000.0,2021-06-20 09:46:00,Jardim Esplanada,Centro
2363,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-apolo-sudeste-sao-jose-dos-campos-com-garagem-56m2-venda-RS400000-id-2497327075/,"Rua Madre Paula de São José - Jardim Apolo, São José dos Campos - SP",56,1,1,1.0,"Mobiliado, Elevador, Piscina, Área de serviço, Churrasqueira",1500,420.0,2021-06-20 09:46:00,Jardim Apolo,Centro
2366,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-147m2-venda-RS990000-id-2513860402/,"Vila Ema, São José dos Campos - SP",147,3,5,2.0,Condomínio fechado,4600,850.0,2021-06-20 09:46:00,Vila Ema,Centro
2367,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-116m2-venda-RS690000-id-2506140274/,"Rua Teopompo de Vasconcelos - Vila Adyana, São José dos Campos - SP",116,3,2,1.0,"Elevador, Área de serviço, TV a cabo, Interfone",3500,490.0,2021-06-20 09:46:00,Vila Adyana,Centro
2371,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-147m2-aluguel-RS4390-id-2521997750/,"Rua Francisco Ricci - Vila Ema, São José dos Campos - SP",147,3,3,2.0,0,4390,765.0,2021-06-20 09:46:00,Vila Ema,Centro
2376,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-125m2-aluguel-RS3600-id-2504717981/,"Rua Laurent Martins - Jardim Esplanada, São José dos Campos - SP",125,4,3,2.0,"Mobiliado, Elevador, Piscina, Área de serviço, Churrasqueira",3600,800.0,2021-06-20 09:46:00,Jardim Esplanada,Centro
2380,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1100-id-2515507217/,"Avenida São João - Jardim Esplanada, São José dos Campos - SP",40,1,1,2.0,"Mobiliado, Elevador, Piscina, Área de serviço, Cozinha",1100,500.0,2021-06-20 09:46:00,Jardim Esplanada,Centro
2381,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-147m2-aluguel-RS4400-id-2522377678/,"Rua Francisco Ricci - Vila Ema, São José dos Campos - SP",147,3,3,2.0,0,4400,690.0,2021-06-20 09:46:00,Vila Ema,Centro
2384,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-41m2-aluguel-RS1350-id-2514393286/,"Jardim Esplanada II, São José dos Campos - SP",41,1,1,0.0,"Mobiliado, Área de serviço, Interfone, Armário na cozinha",1350,250.0,2021-06-20 09:46:00,Jardim Esplanada II,Centro
2386,https://www.vivareal.com.br/imovel/apartamento-3-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-72m2-aluguel-RS1385-id-2522092680/,"Monte Castelo, São José dos Campos - SP",72,3,1,1.0,0,1385,386.0,2021-06-20 09:46:00,Monte Castelo,Centro
2387,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-29m2-aluguel-RS950-id-2521809691/,"Avenida Doutor Nelson D'Avila - Jardim São Dimas, São José dos Campos - SP",29,1,1,1.0,"Mobiliado, Elevador, Quadra poliesportiva, Sistema de alarme, Quintal",950,360.0,2021-06-20 09:46:00,Jardim São Dimas,Centro
2388,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS2300-id-2513408481/,"Rua Serimbura - Vila Ema, São José dos Campos - SP",70,3,2,1.0,"Mobiliado, Elevador, Piscina, Área de serviço, Churrasqueira",2300,0.0,2021-06-20 09:46:00,Vila Ema,Centro
2395,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-50m2-aluguel-RS1200-id-2520033963/,"Rua Machado Sidney - Centro, São José dos Campos - SP",50,1,1,0.0,"Elevador, Piscina, Área de serviço, Cozinha, Interfone",1200,320.0,2021-06-20 09:46:00,Centro,Centro
2397,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-58m2-aluguel-RS1450-id-2465933005/,"Rua Luiz Jacinto - Centro, São José dos Campos - SP",58,1,2,1.0,"Mobiliado, Varanda",1450,570.0,2021-06-20 09:47:00,Centro,Centro
2398,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-85m2-aluguel-RS750-id-2517339881/,"Jardim São Dimas, São José dos Campos - SP",85,1,1,1.0,0,750,365.0,2021-06-20 09:47:00,Jardim São Dimas,Centro
2400,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-46m2-aluguel-RS1200-id-2492965376/,"Rua Brigadeiro Osvaldo Nascimento Leal - Jardim São Dimas, São José dos Campos - SP",46,1,1,1.0,0,1200,340.0,2021-06-20 09:47:00,Jardim São Dimas,Centro
2402,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-40m2-aluguel-RS1600-id-2516904457/,"Rua Irmã Maria Demetria Kfuri - Jardim Esplanada II, São José dos Campos - SP",40,1,1,0.0,0,1600,250.0,2021-06-20 09:47:00,Jardim Esplanada II,Centro
2409,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1000-id-2508944638/,"Rua Major Antônio Domingues - Centro, São José dos Campos - SP",50,1,1,1.0,0,1000,399.0,2021-06-20 09:47:00,Centro,Centro
2413,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-180m2-venda-RS1250000-id-2492434702/,"Rua Major Francisco de Paula Elias - Jardim São Dimas, São José dos Campos - SP",180,4,4,3.0,0,9000,900.0,2021-06-20 09:47:00,Jardim São Dimas,Centro
2415,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-136m2-aluguel-RS2800-id-2507240824/,"Rua Teopompo de Vasconcelos - Vila Adyana, São José dos Campos - SP",136,3,3,1.0,0,2800,920.0,2021-06-20 09:47:00,Vila Adyana,Centro
2420,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-157m2-aluguel-RS4500-id-2486402384/,"Rua Professor Roberval Fróes - Jardim Esplanada II, São José dos Campos - SP",157,4,5,3.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",4500,600.0,2021-06-20 09:47:00,Jardim Esplanada II,Centro
2421,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1840-id-2521059806/,"Rua Professor Roberval Froes - Jardim Esplanada, São José dos Campos - SP",50,2,1,2.0,"Mobiliado, Área de serviço, Churrasqueira, Sistema de alarme, TV a cabo",1840,350.0,2021-06-20 09:47:00,Jardim Esplanada,Centro
2424,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-182m2-venda-RS1200000-id-2479766674/,"Vila Ema, São José dos Campos - SP",182,3,5,2.0,"Varanda, Espaço gourmet, Varanda gourmet, Cozinha",6000,950.0,2021-06-20 09:47:00,Vila Ema,Centro
2426,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-200m2-venda-RS1378000-id-2485883921/,"Rua Santo Agostinho - Vila Adyana, São José dos Campos - SP",200,4,5,4.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",5380,1450.0,2021-06-20 09:47:00,Vila Adyana,Centro
2427,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-augusta-bairros-sao-jose-dos-campos-34m2-venda-RS275000-id-2523486991/,"Rua Siria - Jardim Augusta, São José dos Campos - SP",34,1,1,0.0,0,1550,292.0,2021-06-20 09:47:00,Jardim Augusta,Centro
2437,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-50m2-aluguel-RS900-id-2513405747/,"Rua Machado Sidney - Centro, São José dos Campos - SP",50,1,1,0.0,"Elevador, Área de serviço, Jardim, Cozinha",900,350.0,2021-06-20 09:47:00,Centro,Centro
2439,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-242m2-aluguel-RS5000-id-2518882609/,"Vila Adyana, São José dos Campos - SP",242,4,2,4.0,0,5000,1800.0,2021-06-20 09:47:00,Vila Adyana,Centro
2442,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-147m2-aluguel-RS4900-id-2519541016/,"Vila Ema, São José dos Campos - SP",147,3,5,0.0,"Piscina, Varanda, Espaço gourmet, Varanda gourmet, Cozinha",4900,710.0,2021-06-20 09:47:00,Vila Ema,Centro
2446,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-60m2-venda-RS230000-id-2518770204/,"Rua Santa Clara - Vila Adyana, São José dos Campos - SP",60,1,1,1.0,Cozinha,950,457.0,2021-06-20 09:47:00,Vila Adyana,Centro
2453,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-50m2-aluguel-RS970-id-2513709307/,"Rua Eugênio Bonadio - Centro, São José dos Campos - SP",50,1,1,0.0,"Área de serviço, Quadra poliesportiva, Cozinha, Interfone",970,2.0,2021-06-20 09:47:00,Centro,Centro
2459,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-apolo-sudeste-sao-jose-dos-campos-com-garagem-59m2-aluguel-RS1600-id-2523155326/,"Jardim Apolo, São José dos Campos - SP",59,2,2,1.0,Elevador,1600,372.0,2021-06-20 09:47:00,Jardim Apolo,Centro
2464,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-52m2-aluguel-RS1000-id-2517813601/,"Avenida Doutor Nelson D'Avila - Jardim São Dimas, São José dos Campos - SP",52,1,1,1.0,"Mobiliado, Elevador, Piscina, Área de serviço, Cozinha",1000,370.0,2021-06-20 09:47:00,Jardim São Dimas,Centro
2466,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-50m2-aluguel-RS1250-id-2503224382/,"Avenida São João - Jardim Esplanada, São José dos Campos - SP",50,1,1,0.0,Mobiliado,1250,600.0,2021-06-20 09:47:00,Jardim Esplanada,Centro
2467,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-156m2-aluguel-RS4800-id-2517687778/,"Jardim Esplanada II, São José dos Campos - SP",156,4,3,2.0,0,4800,800.0,2021-06-20 09:47:00,Jardim Esplanada II,Centro
2468,https://www.vivareal.com.br/imovel/apartamento-3-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-72m2-aluguel-RS1285-id-2523108190/,"Monte Castelo, São José dos Campos - SP",72,3,1,1.0,0,1285,386.0,2021-06-20 09:47:00,Monte Castelo,Centro
2471,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1700-id-2511091808/,"Rua Ismael Vieira das Neves - Jardim São Dimas, São José dos Campos - SP",40,1,1,1.0,"Mobiliado, Elevador, Área de serviço, Lavanderia, Cozinha",1700,0.0,2021-06-20 09:47:00,Jardim São Dimas,Centro
2473,https://www.vivareal.com.br/imovel/apartamento-2-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS1000-id-2522222373/,"Monte Castelo, São José dos Campos - SP",60,2,1,1.0,0,1000,260.0,2021-06-20 09:47:00,Monte Castelo,Centro
2480,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-60m2-aluguel-RS1200-id-2523904128/,"Vila Adyana, São José dos Campos - SP",60,3,2,0.0,0,1200,635.0,2021-06-20 09:47:00,Vila Adyana,Centro
2489,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1400-id-2522798370/,"Rua Professor Roberval Froes - Jardim Esplanada, São José dos Campos - SP",50,1,1,1.0,0,1400,290.0,2021-06-20 09:47:00,Jardim Esplanada,Centro
2490,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-55m2-venda-RS215000-id-2511177340/,"Rua Helena David Neme - Jardim São Dimas, São José dos Campos - SP",55,1,1,0.0,0,975,463.0,2021-06-20 09:47:00,Jardim São Dimas,Centro
2493,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1200-id-2507998275/,"Rua Major Antônio Domingues - Centro, São José dos Campos - SP",50,1,1,1.0,"Mobiliado, Elevador, TV a cabo, Cozinha, Interfone",1200,430.0,2021-06-20 09:47:00,Centro,Centro
2496,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-54m2-venda-RS260000-id-1473815606/,"Rua Jordão Monteiro Ferreira - Jardim São Dimas, São José dos Campos - SP",54,2,1,1.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Sauna",980,450.0,2021-06-20 09:47:00,Jardim São Dimas,Centro
2497,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1400-id-2520627088/,"Vila Adyana, São José dos Campos - SP",40,2,1,1.0,0,1400,380.0,2021-06-20 09:47:00,Vila Adyana,Centro
2503,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1400-id-2518131080/,"Jardim Esplanada, São José dos Campos - SP",65,1,1,1.0,Segurança 24h,1400,521.0,2021-06-20 09:47:00,Jardim Esplanada,Centro
2506,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-130m2-aluguel-RS3000-id-2517687773/,"Vila Adyana, São José dos Campos - SP",130,3,3,1.0,0,3000,850.0,2021-06-20 09:47:00,Vila Adyana,Centro
2507,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-paulista-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS1900-id-2498335898/,"Rua Itororó - Jardim Paulista, São José dos Campos - SP",75,2,2,1.0,0,1900,400.0,2021-06-20 09:47:00,Jardim Paulista,Centro
2508,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-paulista-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS800-id-2502942206/,"Jardim Paulista, São José dos Campos - SP",50,2,1,1.0,"Varanda, Vigia, Segurança 24h",800,280.0,2021-06-20 09:47:00,Jardim Paulista,Centro
2512,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-215m2-aluguel-RS3800-id-2518269303/,"Vila Adyana, São José dos Campos - SP",215,4,2,3.0,0,3800,1350.0,2021-06-20 09:47:00,Vila Adyana,Centro
2521,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-64m2-aluguel-RS1600-id-2515324525/,"Vila Ema, São José dos Campos - SP",64,2,1,1.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",1600,414.0,2021-06-20 09:47:00,Vila Ema,Centro
2522,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-41m2-venda-RS160000-id-2521461216/,"Avenida Doutor Nelson D'Avila - Jardim São Dimas, São José dos Campos - SP",41,1,1,1.0,"Mobiliado, Elevador, Piscina, Churrasqueira, Sauna",1100,385.0,2021-06-20 09:47:00,Jardim São Dimas,Centro
2524,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aparecida-bairros-sao-jose-dos-campos-com-garagem-35m2-aluguel-RS1350-id-2502508788/,"Jardim Aparecida, São José dos Campos - SP",35,1,1,1.0,"Mobiliado, Piscina, Varanda, Varanda gourmet, Piscina para adulto",1350,0.0,2021-06-20 09:47:00,Jardim Aparecida,Centro
2525,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-110m2-aluguel-RS2000-id-2521351473/,"Vila Ema, São José dos Campos - SP",110,3,3,0.0,0,2000,430.0,2021-06-20 09:47:00,Vila Ema,Centro
2527,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-157m2-aluguel-RS5000-id-2522221342/,"Jardim Esplanada II, São José dos Campos - SP",157,4,1,2.0,0,5000,830.0,2021-06-20 09:47:00,Jardim Esplanada II,Centro
2528,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1000-id-2521620190/,"Centro, São José dos Campos - SP",65,2,1,1.0,Cozinha,1000,0.0,2021-06-20 09:47:00,Centro,Centro
2530,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-48m2-aluguel-RS1190-id-2490930199/,"Centro, São José dos Campos - SP",48,1,1,0.0,Cozinha,1190,400.0,2021-06-20 09:47:00,Centro,Centro
2535,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1600-id-2519149335/,"Jardim Esplanada II, São José dos Campos - SP",50,2,1,2.0,0,1600,350.0,2021-06-20 09:47:00,Jardim Esplanada II,Centro
2536,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-127m2-venda-RS850000-id-2454862777/,"Rua Laurent Martins - Jardim Esplanada II, São José dos Campos - SP",127,4,2,2.0,"Mobiliado, Varanda",3500,800.0,2021-06-20 09:47:00,Jardim Esplanada II,Centro
2538,https://www.vivareal.com.br/imovel/apartamento-1-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1200-id-2519246627/,"Monte Castelo, São José dos Campos - SP",40,1,1,1.0,"Elevador, Área de serviço, Condomínio fechado, Cozinha, Interfone",1200,264.0,2021-06-20 09:47:00,Monte Castelo,Centro
2551,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS2150-id-2518755753/,"Jardim Esplanada II, São José dos Campos - SP",65,2,1,2.0,0,2150,350.0,2021-06-20 09:48:00,Jardim Esplanada II,Centro
2554,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-sanches-bairros-sao-jose-dos-campos-76m2-aluguel-RS2100-id-2520966979/,"Vila Sanches, São José dos Campos - SP",76,3,2,0.0,"Mobiliado, Piscina, Varanda, Espaço gourmet, Varanda gourmet",2100,360.0,2021-06-20 09:48:00,Vila Sanches,Centro
2559,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-augusta-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1500-id-2524020229/,"Jardim Augusta, São José dos Campos - SP",65,2,1,1.0,0,1500,304.0,2021-06-20 09:48:00,Jardim Augusta,Centro
2570,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-157m2-venda-RS1350000-id-2516061476/,"Rua Laurent Martins - Jardim Esplanada, São José dos Campos - SP",157,4,5,3.0,Vista para o mar,5000,830.0,2021-06-20 09:48:00,Jardim Esplanada,Centro
2582,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-sao-jose-dos-campos-111m2-venda-RS192000-id-2510491816/,"Centro, São José dos Campos - SP",111,3,2,0.0,0,1800,600.0,2021-06-20 09:48:00,Centro,Centro
2583,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-70m2-venda-RS447000-id-2516281200/,"Vila Adyana, São José dos Campos - SP",70,3,2,1.0,Mobiliado,1540,600.0,2021-06-20 09:48:00,Vila Adyana,Centro
2585,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-ema-bairros-sao-jose-dos-campos-300m2-venda-RS1700000-id-2519542404/,"Vila Ema, São José dos Campos - SP",300,4,7,0.0,"Área de serviço, Cozinha",20000,1300.0,2021-06-20 09:48:00,Vila Ema,Centro
2599,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS1150-id-2524066378/,"Jardim São Dimas, São José dos Campos - SP",45,1,1,1.0,"Piscina, Lavanderia, Garagem",1150,450.0,2021-06-20 09:48:00,Jardim São Dimas,Centro
