,link,address,area,bedrooms,bathrooms,garages,others,price,condo,date,neighborhood,zona
2600,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-100m2-aluguel-RS1700-id-2522206282/,"Vila Adyana, São José dos Campos - SP",100,3,3,1.0,0,1700,536.0,2021-06-20 09:48:00,Vila Adyana,Centro
2602,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-105m2-aluguel-RS3900-id-2521325982/,"Vila Ema, São José dos Campos - SP",105,3,2,2.0,0,3900,600.0,2021-06-20 09:48:00,Vila Ema,Centro
2603,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-paulista-bairros-sao-jose-dos-campos-com-garagem-86m2-aluguel-RS2000-id-2520481286/,"Jardim Paulista, São José dos Campos - SP",86,3,2,1.0,0,2000,0.0,2021-06-20 09:48:00,Jardim Paulista,Centro
2604,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-83m2-aluguel-RS3250-id-2521762516/,"Vila Adyana, São José dos Campos - SP",83,2,2,2.0,0,3250,450.0,2021-06-20 09:48:00,Vila Adyana,Centro
2614,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-70m2-venda-RS445200-id-2512345621/,"Vila Adyana, São José dos Campos - SP",70,3,2,0.0,"Piscina, Área de serviço, Cozinha",1515,600.0,2021-06-20 09:48:00,Vila Adyana,Centro
2617,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-51m2-aluguel-RS1500-id-2519977934/,"Jardim São Dimas, São José dos Campos - SP",51,1,1,1.0,0,1500,0.0,2021-06-20 09:48:00,Jardim São Dimas,Centro
2618,https://www.vivareal.com.br/imovel/apartamento-2-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-65m2-venda-RS250000-id-2523728702/,"Monte Castelo, São José dos Campos - SP",65,2,1,1.0,0,1380,250.0,2021-06-20 09:48:00,Monte Castelo,Centro
2626,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aparecida-bairros-sao-jose-dos-campos-com-garagem-62m2-aluguel-RS2750-id-2521325038/,"Jardim Aparecida, São José dos Campos - SP",62,2,1,1.0,0,2750,0.0,2021-06-20 09:48:00,Jardim Aparecida,Centro
2634,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-augusta-bairros-sao-jose-dos-campos-com-garagem-35m2-aluguel-RS1580-id-2523760148/,"Jardim Augusta, São José dos Campos - SP",35,1,1,1.0,0,1580,292.0,2021-06-20 09:48:00,Jardim Augusta,Centro
2641,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS2660-id-2483584591/,"Vila Ema, São José dos Campos - SP",65,2,1,1.0,Mobiliado,2660,350.0,2021-06-20 09:48:00,Vila Ema,Centro
2642,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-paulista-bairros-sao-jose-dos-campos-com-garagem-86m2-aluguel-RS1500-id-2520481283/,"Jardim Paulista, São José dos Campos - SP",86,3,2,1.0,0,1500,0.0,2021-06-20 09:48:00,Jardim Paulista,Centro
2643,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-90m2-aluguel-RS1800-id-2523721936/,"Vila Ema, São José dos Campos - SP",90,3,1,2.0,"Piscina, Garagem",1800,395.0,2021-06-20 09:48:00,Vila Ema,Centro
2645,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aparecida-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1800-id-2524066588/,"Jardim Aparecida, São José dos Campos - SP",40,1,1,1.0,Garagem,1800,0.0,2021-06-20 09:48:00,Jardim Aparecida,Centro
2659,https://www.vivareal.com.br/imovel/apartamento-3-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-68m2-venda-RS295000-id-2523721393/,"Rua Waldir Gaioso - Monte Castelo, São José dos Campos - SP",68,3,1,1.0,Garagem,1250,570.0,2021-06-20 09:48:00,Monte Castelo,Centro
2661,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-77m2-aluguel-RS1800-id-2523551161/,"Jardim São Dimas, São José dos Campos - SP",77,2,2,1.0,"Piscina, Garagem",1800,656.0,2021-06-20 09:48:00,Jardim São Dimas,Centro
2662,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1500-id-2514191208/,"Jardim Esplanada, São José dos Campos - SP",50,2,1,2.0,0,1500,351.0,2021-06-20 09:48:00,Jardim Esplanada,Centro
2664,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS950-id-2512513380/,"Centro, São José dos Campos - SP",45,1,1,1.0,0,950,370.0,2021-06-20 09:48:00,Centro,Centro
2667,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-300m2-venda-RS1800000-id-2519314326/,"Vila Ema, São José dos Campos - SP",300,4,7,3.0,"Mobiliado, Piscina, Churrasqueira, Salão de festas, Academia",22000,1300.0,2021-06-20 09:48:00,Vila Ema,Centro
2670,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-50m2-aluguel-RS1100-id-2523550206/,"Jardim São Dimas, São José dos Campos - SP",50,1,1,0.0,"Mobiliado, Piscina",1100,500.0,2021-06-20 09:48:00,Jardim São Dimas,Centro
2673,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-terezinha-bairros-sao-jose-dos-campos-64m2-aluguel-RS770-id-2524067197/,"Vila Terezinha, São José dos Campos - SP",64,1,1,0.0,0,770,240.0,2021-06-20 09:48:00,Vila Terezinha,Centro
2681,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-74m2-aluguel-RS1400-id-2521509983/,"Centro, São José dos Campos - SP",74,2,2,1.0,0,1400,421.0,2021-06-20 09:48:00,Centro,Centro
2685,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS2100-id-2515921238/,"Vila Ema, São José dos Campos - SP",60,3,2,1.0,Mobiliado,2100,315.0,2021-06-20 09:48:00,Vila Ema,Centro
2686,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-margareth-bairros-sao-jose-dos-campos-com-garagem-288m2-venda-RS1250000-id-2524071994/,"Rua Francisco Ricci - Jardim Margareth, São José dos Campos - SP",288,3,1,3.0,Garagem,7500,1500.0,2021-06-20 09:48:00,Jardim Margareth,Centro
2691,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-93m2-aluguel-RS1850-id-2523730185/,"Centro, São José dos Campos - SP",93,3,3,2.0,0,1850,940.0,2021-06-20 09:49:00,Centro,Centro
2694,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS1300-id-2524067476/,"Jardim Esplanada, São José dos Campos - SP",45,2,1,1.0,Garagem,1300,291.0,2021-06-20 09:49:00,Jardim Esplanada,Centro
2702,https://www.vivareal.com.br/imovel/apartamento-1-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-45m2-venda-RS212000-id-2512838590/,"Monte Castelo, São José dos Campos - SP",45,1,1,1.0,0,1335,265.0,2021-06-20 09:49:00,Monte Castelo,Centro
2703,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-147m2-aluguel-RS4680-id-2519438287/,"Vila Ema, São José dos Campos - SP",147,3,4,2.0,0,4680,765.0,2021-06-20 09:49:00,Vila Ema,Centro
2704,https://www.vivareal.com.br/imovel/apartamento-3-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1400-id-2520356341/,"Monte Castelo, São José dos Campos - SP",65,3,2,1.0,Mobiliado,1400,307.0,2021-06-20 09:49:00,Monte Castelo,Centro
2705,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS1000-id-2508361284/,"Jardim Esplanada II, São José dos Campos - SP",45,1,1,1.0,0,1000,0.0,2021-06-20 09:49:00,Jardim Esplanada II,Centro
2710,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-adyana-bairros-sao-jose-dos-campos-53m2-aluguel-RS900-id-2523544413/,"Vila Adyana, São José dos Campos - SP",53,1,1,0.0,0,900,380.0,2021-06-20 09:49:00,Vila Adyana,Centro
2714,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-51m2-aluguel-RS1800-id-2517274182/,"Jardim Esplanada, São José dos Campos - SP",51,2,1,1.0,Mobiliado,1800,350.0,2021-06-20 09:49:00,Jardim Esplanada,Centro
2715,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-120m2-aluguel-RS1600-id-2523540872/,"Vila Adyana, São José dos Campos - SP",120,3,1,1.0,Garagem,1600,875.0,2021-06-20 09:49:00,Vila Adyana,Centro
2721,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS950-id-2521113495/,"Jardim São Dimas, São José dos Campos - SP",45,1,1,1.0,0,950,365.0,2021-06-20 09:49:00,Jardim São Dimas,Centro
2722,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1300-id-2524063748/,"Centro, São José dos Campos - SP",50,1,1,1.0,"Mobiliado, Garagem, Cozinha",1300,430.0,2021-06-20 09:49:00,Centro,Centro
2725,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1400-id-2503249816/,"Jardim São Dimas, São José dos Campos - SP",40,1,1,1.0,0,1400,0.0,2021-06-20 09:49:00,Jardim São Dimas,Centro
2728,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-jose-ii-bairros-sao-jose-dos-campos-com-garagem-47m2-aluguel-RS870-id-2513856477/,"Jardim Sao Jose II, São José dos Campos - SP",47,2,1,1.0,0,870,150.0,2021-06-20 09:49:00,Jardim Sao Jose II,Centro
2733,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-apolo-sudeste-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1800-id-2522529011/,"Rua Paulo Edson Blair - Jardim Apolo, São José dos Campos - SP",65,2,2,2.0,"Elevador, Piscina, Churrasqueira, Quadra poliesportiva, Interfone",1800,534.0,2021-06-20 09:49:00,Jardim Apolo,Centro
2736,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-157m2-venda-RS1350000-id-2517433768/,"Jardim Esplanada, São José dos Campos - SP",157,4,5,3.0,0,5000,830.0,2021-06-20 09:49:00,Jardim Esplanada,Centro
2737,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-140m2-aluguel-RS2170-id-2521114378/,"Jardim São Dimas, São José dos Campos - SP",140,3,2,0.0,0,2170,100.0,2021-06-20 09:49:00,Jardim São Dimas,Centro
2738,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-360m2-venda-RS2000000-id-2523157744/,"Vila Adyana, São José dos Campos - SP",360,4,5,4.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",6000,2500.0,2021-06-20 09:49:00,Vila Adyana,Centro
2739,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS1600-id-2523930815/,"Jardim Esplanada, São José dos Campos - SP",45,1,1,1.0,"Mobiliado, Garagem",1600,238.0,2021-06-20 09:49:00,Jardim Esplanada,Centro
2741,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-83m2-aluguel-RS3500-id-2523730186/,"Vila Adyana, São José dos Campos - SP",83,2,2,2.0,0,3500,450.0,2021-06-20 09:49:00,Vila Adyana,Centro
2744,https://www.vivareal.com.br/imovel/apartamento-2-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-55m2-aluguel-RS950-id-2524068824/,"Monte Castelo, São José dos Campos - SP",55,2,1,1.0,Garagem,950,350.0,2021-06-20 09:49:00,Monte Castelo,Centro
2745,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-47m2-aluguel-RS900-id-2523541801/,"Centro, São José dos Campos - SP",47,1,1,1.0,Garagem,900,550.0,2021-06-20 09:49:00,Centro,Centro
2752,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1200-id-2516026032/,"Jardim São Dimas, São José dos Campos - SP",40,1,1,1.0,0,1200,500.0,2021-06-20 09:49:00,Jardim São Dimas,Centro
2753,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-77m2-aluguel-RS1900-id-2522294996/,"Jardim São Dimas, São José dos Campos - SP",77,2,2,1.0,0,1900,540.0,2021-06-20 09:49:00,Jardim São Dimas,Centro
2757,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-103m2-aluguel-RS3100-id-2521477688/,"Vila Adyana, São José dos Campos - SP",103,3,2,2.0,0,3100,1000.0,2021-06-20 09:49:00,Vila Adyana,Centro
2766,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-jose-ii-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS950-id-2517861535/,"Jardim Sao Jose II, São José dos Campos - SP",70,2,1,1.0,0,950,220.0,2021-06-20 09:49:00,Jardim Sao Jose II,Centro
2769,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS4000-id-2521732994/,"Vila Ema, São José dos Campos - SP",70,3,4,2.0,0,4000,700.0,2021-06-20 09:49:00,Vila Ema,Centro
2775,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-110m2-aluguel-RS1300-id-2520696401/,"Jardim São Dimas, São José dos Campos - SP",110,3,2,1.0,0,1300,630.0,2021-06-20 09:49:00,Jardim São Dimas,Centro
2777,https://www.vivareal.com.br/imovel/apartamento-2-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS850-id-2518009989/,"Monte Castelo, São José dos Campos - SP",50,2,1,1.0,0,850,400.0,2021-06-20 09:49:00,Monte Castelo,Centro
2778,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1800-id-2518008002/,"Jardim Esplanada II, São José dos Campos - SP",65,2,1,2.0,0,1800,351.0,2021-06-20 09:49:00,Jardim Esplanada II,Centro
2779,https://www.vivareal.com.br/imovel/apartamento-2-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS900-id-2518009041/,"Monte Castelo, São José dos Campos - SP",70,2,1,1.0,0,900,350.0,2021-06-20 09:49:00,Monte Castelo,Centro
2790,https://www.vivareal.com.br/imovel/apartamento-1-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS990-id-2518008332/,"Monte Castelo, São José dos Campos - SP",70,1,1,1.0,0,990,247.0,2021-06-20 09:49:00,Monte Castelo,Centro
2791,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-jose-ii-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS800-id-2517297540/,"Jardim Sao Jose II, São José dos Campos - SP",45,2,1,1.0,0,800,195.0,2021-06-20 09:49:00,Jardim Sao Jose II,Centro
2796,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-64m2-aluguel-RS700-id-2523670453/,"Jardim São Dimas, São José dos Campos - SP",64,2,1,1.0,0,700,447.0,2021-06-20 09:49:00,Jardim São Dimas,Centro
2798,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS8800-id-2517297306/,"Vila Adyana, São José dos Campos - SP",70,4,6,4.0,0,8800,2500.0,2021-06-20 09:49:00,Vila Adyana,Centro
2802,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-augusta-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1400-id-2523328296/,"Jardim Augusta, São José dos Campos - SP",70,1,2,1.0,0,1400,370.0,2021-06-20 09:49:00,Jardim Augusta,Centro
2803,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-147m2-aluguel-RS4500-id-2516144486/,"Vila Ema, São José dos Campos - SP",147,3,2,2.0,0,4500,800.0,2021-06-20 09:49:00,Vila Ema,Centro
2804,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-jose-ii-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS650-id-2519365681/,"Jardim Sao Jose II, São José dos Campos - SP",70,2,1,1.0,0,650,195.0,2021-06-20 09:49:00,Jardim Sao Jose II,Centro
2809,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-betania-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS2850-id-2518008948/,"Vila Betânia, São José dos Campos - SP",70,2,2,2.0,0,2850,660.0,2021-06-20 09:49:00,Vila Betânia,Centro
2812,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-sao-jose-dos-campos-70m2-aluguel-RS800-id-2518009592/,"Centro, São José dos Campos - SP",70,2,2,0.0,0,800,630.0,2021-06-20 09:49:00,Centro,Centro
2815,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS550-id-2518007769/,"Centro, São José dos Campos - SP",70,2,1,1.0,0,550,570.0,2021-06-20 09:49:00,Centro,Centro
2819,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-124m2-aluguel-RS1500-id-2517297532/,"Centro, São José dos Campos - SP",124,3,2,1.0,0,1500,780.0,2021-06-20 09:49:00,Centro,Centro
2826,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS10000-id-2518009025/,"Vila Adyana, São José dos Campos - SP",70,3,5,4.0,0,10000,2500.0,2021-06-20 09:49:00,Vila Adyana,Centro
2831,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1900-id-2518008908/,"Centro, São José dos Campos - SP",70,3,2,2.0,0,1900,450.0,2021-06-20 09:49:00,Centro,Centro
2837,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1360-id-2514166722/,"Jardim Esplanada, São José dos Campos - SP",70,1,1,1.0,0,1360,250.0,2021-06-20 09:50:00,Jardim Esplanada,Centro
2838,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-147m2-aluguel-RS5500-id-2517298885/,"Vila Ema, São José dos Campos - SP",147,3,5,3.0,0,5500,550.0,2021-06-20 09:50:00,Vila Ema,Centro
2848,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aparecida-bairros-sao-jose-dos-campos-com-garagem-42m2-aluguel-RS1100-id-2518010176/,"Jardim Aparecida, São José dos Campos - SP",42,1,1,1.0,0,1100,500.0,2021-06-20 09:50:00,Jardim Aparecida,Centro
2849,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oswaldo-cruz-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1800-id-2518008049/,"Jardim Oswaldo Cruz, São José dos Campos - SP",40,1,1,1.0,0,1800,300.0,2021-06-20 09:50:00,Jardim Oswaldo Cruz,Centro
2851,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-apolo-sudeste-sao-jose-dos-campos-com-garagem-220m2-aluguel-RS4000-id-2518008051/,"Jardim Apolo, São José dos Campos - SP",220,4,5,3.0,0,4000,2200.0,2021-06-20 09:50:00,Jardim Apolo,Centro
2852,https://www.vivareal.com.br/imovel/apartamento-2-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1550-id-2517296624/,"Monte Castelo, São José dos Campos - SP",70,2,1,1.0,0,1550,0.0,2021-06-20 09:50:00,Monte Castelo,Centro
2853,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-48m2-aluguel-RS850-id-2520427090/,"Jardim São Dimas, São José dos Campos - SP",48,1,1,1.0,0,850,400.0,2021-06-20 09:50:00,Jardim São Dimas,Centro
2861,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS850-id-2518008330/,"Vila Adyana, São José dos Campos - SP",50,1,1,1.0,0,850,499.0,2021-06-20 09:50:00,Vila Adyana,Centro
2862,https://www.vivareal.com.br/imovel/apartamento-3-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1350-id-2502428578/,"Monte Castelo, São José dos Campos - SP",70,3,1,1.0,0,1350,570.0,2021-06-20 09:50:00,Monte Castelo,Centro
2863,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-76m2-aluguel-RS2160-id-2518008926/,"Vila Adyana, São José dos Campos - SP",76,2,3,1.0,0,2160,656.0,2021-06-20 09:50:00,Vila Adyana,Centro
2866,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-jose-ii-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS750-id-2518008648/,"Jardim Sao Jose II, São José dos Campos - SP",70,2,1,1.0,0,750,190.0,2021-06-20 09:50:00,Jardim Sao Jose II,Centro
